hsa:6335,D01450,1
hsa:8913,D00649,1
hsa:6338,D00252,0
hsa:7225,D00775,0
hsa:54207,D00319,0
hsa:2741,D00593,0
hsa:6534,D00252,0
hsa:8514,D00294,1
hsa:6331,D00677,0
hsa:3739,D02272,1
hsa:6262,D00437,1
hsa:6335,D00358,1
hsa:81033,D00332,0
hsa:3785,D00816,0
hsa:51802,D00303,1
hsa:776,D00332,1
hsa:6338,D01448,0
hsa:3750,D00294,1
hsa:8913,D02914,0
hsa:116443,D00711,1
hsa:3776,D01712,0
hsa:2557,D00545,1
hsa:89822,D00539,0
hsa:8911,D00437,1
hsa:2563,D00547,1
hsa:2567,D00545,1
hsa:6335,D00732,1
hsa:3778,D01828,0
hsa:3753,D00711,0
hsa:55800,D00451,0
hsa:3762,D00538,0
hsa:3752,D00593,0
hsa:10369,D00812,0
hsa:3763,D00619,1
hsa:773,D00512,1
hsa:6534,D00418,0
hsa:3736,D01448,0
hsa:1138,D00539,0
hsa:9311,D00332,1
hsa:6263,D00618,1
hsa:6331,D02356,1
hsa:5025,D00546,0
hsa:11254,D00611,0
hsa:778,D00349,1
hsa:6532,D02360,1
hsa:3708,D00654,0
hsa:775,D00542,1
hsa:2564,D00329,1
hsa:6338,D00593,0
hsa:3764,D00294,1
hsa:2569,D00594,0
hsa:786,D00351,0
hsa:1140,D01712,0
hsa:782,D02356,1
hsa:6330,D00648,0
hsa:3736,D03830,1
hsa:779,D00464,0
hsa:285242,D00678,1
hsa:5024,D00351,0
hsa:3783,D00351,1
hsa:6833,D00677,0
hsa:6340,D00303,1
hsa:285242,D00677,1
hsa:51802,D01253,0
hsa:60598,D00252,0
hsa:8911,D02356,1
hsa:2895,D00252,0
hsa:8989,D02356,1
hsa:777,D01453,0
hsa:2569,D00543,0
hsa:169522,D00960,0
hsa:5310,D00560,1
hsa:3758,D00379,1
hsa:2555,D00711,1
hsa:57192,D00358,0
hsa:6530,D00775,0
hsa:22953,D00294,0
hsa:9424,D02272,1
hsa:779,D00542,1
hsa:6262,D01453,1
hsa:2560,D00293,1
hsa:773,D00709,0
hsa:2902,D00711,1
hsa:3757,D02356,1
hsa:93589,D00332,1
hsa:5027,D00648,0
hsa:3737,D03830,1
hsa:2570,D02086,0
hsa:51802,D00332,1
hsa:2567,D00542,0
hsa:774,D00542,1
hsa:116443,D00779,0
hsa:3764,D00437,0
hsa:285242,D00438,0
hsa:27345,D00392,0
hsa:783,D00438,1
hsa:6326,D00964,0
hsa:783,D00349,1
hsa:9312,D00294,1
hsa:3779,D00528,0
hsa:51802,D00512,1
hsa:781,D00618,1
hsa:2556,D00530,1
hsa:1080,D01453,1
hsa:776,D00560,1
hsa:3751,D00294,1
hsa:782,D00618,1
hsa:3744,D02253,0
hsa:23630,D00964,0
hsa:6339,D00545,0
hsa:6532,D00227,0
hsa:27094,D02356,1
hsa:3752,D02356,1
hsa:3783,D01453,1
hsa:27133,D00499,0
hsa:2892,D05077,0
hsa:2566,D00547,1
hsa:9312,D00648,0
hsa:3760,D00816,0
hsa:6337,D00649,1
hsa:9311,D00649,1
hsa:3745,D00294,1
hsa:3766,D00617,0
hsa:6262,D02356,1
hsa:55800,D00283,0
hsa:6336,D02253,0
hsa:3758,D03830,0
hsa:60598,D00340,0
hsa:1134,D00437,0
hsa:3769,D01111,0
hsa:55503,D02356,1
hsa:1181,D04790,1
hsa:2564,D00293,1
hsa:6339,D00775,1
hsa:2901,D00543,0
hsa:8973,D05156,1
hsa:8514,D00709,0
hsa:786,D02173,0
hsa:55879,D00550,1
hsa:3767,D00227,0
hsa:6340,D00791,0
hsa:285242,D00336,0
hsa:27092,D00437,1
hsa:2905,D00560,0
hsa:1139,D00477,0
hsa:2555,D00545,1
hsa:6328,D00332,1
hsa:3790,D00303,0
hsa:3757,D01712,0
hsa:6329,D00732,1
hsa:54207,D00294,1
hsa:6339,D02356,1
hsa:2555,D00227,0
hsa:3737,D00547,0
hsa:6330,D02566,0
hsa:6329,D00709,0
hsa:3738,D00616,1
hsa:1144,D00477,0
hsa:3783,D00294,1
hsa:9311,D00823,0
hsa:785,D00618,1
hsa:782,D03742,0
hsa:6833,D01828,1
hsa:6334,D00732,1
hsa:55584,D00611,1
hsa:8973,D00633,0
hsa:6531,D00533,0
hsa:60598,D00618,0
hsa:22953,D01243,0
hsa:2561,D00594,0
hsa:2554,D00524,0
hsa:3758,D00594,1
hsa:2555,D05458,0
hsa:2906,D00648,0
hsa:50801,D00964,0
hsa:3790,D00438,0
hsa:6532,D00594,0
hsa:27094,D03580,0
hsa:784,D00512,1
hsa:3747,D00546,0
hsa:116444,D02362,0
hsa:2901,D01242,0
hsa:9992,D00294,1
hsa:778,D00617,1
hsa:6331,D00708,1
hsa:3775,D00136,0
hsa:90134,D00364,0
hsa:778,D00438,1
hsa:3767,D00335,1
hsa:2569,D00349,0
hsa:3785,D00633,0
hsa:27094,D00303,0
hsa:1135,D03742,1
hsa:2557,D00547,1
hsa:2890,D00538,0
hsa:3764,D01111,0
hsa:3756,D02253,0
hsa:1139,D02173,1
hsa:57657,D02356,1
hsa:3783,D02272,0
hsa:1137,D05156,1
hsa:6261,D00437,1
hsa:55799,D00332,1
hsa:2561,D00329,1
hsa:10369,D02356,0
hsa:6531,D04999,1
hsa:785,D04985,0
hsa:55584,D00524,1
hsa:27094,D00437,0
hsa:6329,D00332,1
hsa:3782,D04034,1
hsa:3788,D00636,0
hsa:778,D02914,1
hsa:6334,D02272,1
hsa:1080,D00456,0
hsa:2558,D00340,0
hsa:8973,D03580,1
hsa:6262,D00437,0
hsa:6326,D00638,1
hsa:9177,D00678,1
hsa:1139,D05156,1
hsa:5023,D00528,1
hsa:6331,D05077,1
hsa:2895,D00677,0
hsa:6337,D00252,1
hsa:2554,D00547,1
hsa:2563,D00963,0
hsa:7881,D00816,0
hsa:3741,D00552,0
hsa:6330,D00615,0
hsa:1136,D05156,1
hsa:3751,D02253,0
hsa:3779,D00294,1
hsa:783,D00456,0
hsa:6328,D02086,1
hsa:3783,D00542,1
hsa:2890,D00513,0
hsa:3790,D00195,0
hsa:2555,D00499,1
hsa:55503,D00437,1
hsa:51305,D00536,0
hsa:3749,D00619,0
hsa:170572,D00678,1
hsa:2741,D00549,1
hsa:6263,D00823,0
hsa:1138,D02173,1
hsa:57053,D03580,1
hsa:2903,D00332,0
hsa:778,D02356,1
hsa:27094,D00394,0
hsa:6262,D00228,0
hsa:11280,D01242,0
hsa:3739,D00294,1
hsa:6328,D00642,1
hsa:3762,D04034,0
hsa:3751,D00574,0
hsa:781,D00437,1
hsa:59284,D00332,1
hsa:8973,D02101,1
hsa:6326,D01450,1
hsa:3779,D00294,0
hsa:2890,D00294,1
hsa:8913,D00708,0
hsa:3750,D02356,1
hsa:3741,D00294,1
hsa:59284,D00560,1
hsa:8514,D05077,0
hsa:3763,D00740,0
hsa:2890,D01453,0
hsa:2743,D01712,0
hsa:777,D00560,1
hsa:6326,D04048,1
hsa:10369,D00512,1
hsa:6330,D02362,0
hsa:6338,D00775,1
hsa:2558,D00545,1
hsa:50801,D02234,0
hsa:2554,D00293,1
hsa:3749,D00225,0
hsa:3359,D00738,0
hsa:93589,D01242,0
hsa:1134,D00611,1
hsa:3759,D00642,0
hsa:3757,D00547,0
hsa:2567,D00530,1
hsa:27094,D00512,0
hsa:8913,D00545,0
hsa:3708,D00618,1
hsa:6833,D00550,0
hsa:6263,D00740,1
hsa:3790,D00542,0
hsa:3746,D02356,1
hsa:55800,D00303,1
hsa:6262,D00619,0
hsa:9424,D02356,1
hsa:3773,D00294,1
hsa:2559,D00331,1
hsa:6534,D00642,0
hsa:3790,D00340,0
hsa:3741,D01450,1
hsa:6532,D01111,0
hsa:1139,D03830,0
hsa:3787,D01243,0
hsa:777,D04034,0
hsa:6334,D00963,0
hsa:777,D00618,1
hsa:2558,D03830,0
hsa:6334,D02086,1
hsa:5025,D00538,0
hsa:6335,D00474,0
hsa:55503,D00379,0
hsa:5027,D01111,0
hsa:775,D01253,0
hsa:3767,D00336,0
hsa:27012,D00615,0
hsa:170572,D01350,0
hsa:81033,D03742,0
hsa:200909,D02253,0
hsa:2561,D00649,0
hsa:9132,D00227,0
hsa:8912,D00538,1
hsa:1139,D00611,1
hsa:1134,D00678,0
hsa:23630,D00252,0
hsa:8514,D02566,0
hsa:51802,D00775,1
hsa:51305,D00294,1
